time,bid,bidSize,ask,askSize,buyMO,sellMO,buySellImb,orderImb
1900-01-01 12:51:15,7951.0,537132,7951.5,5044,190610,238860,-48250,532088
1900-01-01 12:51:30,7959.0,748359,7959.5,6856,99684,160886,-61202,741503
1900-01-01 12:51:45,7969.0,1515715,7969.5,31052,814133,18198,795935,1484663
1900-01-01 12:52:00,7959.0,32075,7959.5,6820,1025214,778473,246741,25255
1900-01-01 12:52:15,7959.0,236835,7959.5,144186,171099,584502,-413403,92649
1900-01-01 12:52:30,7959.5,682275,7960.0,36113,191710,83278,108432,646162
1900-01-01 12:52:45,7960.5,588244,7961.0,81976,89488,21934,67554,506268
1900-01-01 12:53:00,7955.0,1000,7955.5,143352,72794,323224,-250430,-142352
1900-01-01 12:53:15,7954.5,984980,7955.0,166162,77552,64422,13130,818818
1900-01-01 12:53:30,7949.5,10131,7950.0,309671,6872,593202,-586330,-299540
1900-01-01 12:53:45,7948.0,585356,7948.5,59620,76019,252000,-175981,525736
1900-01-01 12:54:00,7948.0,226874,7948.5,712111,95920,84370,11550,-485237
1900-01-01 12:54:15,7959.5,758901,7960.0,45208,324608,15576,309032,713693
1900-01-01 12:54:30,7959.5,236549,7960.0,587060,118630,146529,-27899,-350511
1900-01-01 12:54:45,7953.0,12190,7953.5,393255,151524,131471,20053,-381065
1900-01-01 12:55:00,7958.5,32147,7959.0,37640,44342,110254,-65912,-5493
1900-01-01 12:55:15,7958.5,369156,7959.0,60814,71614,179034,-107420,308342
1900-01-01 12:55:30,7958.5,403337,7959.0,344931,54207,18084,36123,58406
1900-01-01 12:55:45,7958.5,688255,7959.0,215559,95140,9840,85300,472696
1900-01-01 12:56:00,7967.5,425057,7968.0,90044,450239,13193,437046,335013
1900-01-01 12:56:15,7967.5,32170,7968.0,714172,318499,176076,142423,-682002
1900-01-01 12:56:30,7967.5,99164,7968.0,1160799,88975,14983,73992,-1061635
1900-01-01 12:56:45,7963.5,277,7964.0,118068,104848,344445,-239597,-117791
1900-01-01 12:57:00,7963.5,169536,7964.0,1157517,43960,11951,32009,-987981
1900-01-01 12:57:15,7960.0,161724,7960.5,627050,9326,299749,-290423,-465326
1900-01-01 12:57:30,7955.0,28205,7955.5,786201,143030,114015,29015,-757996
1900-01-01 12:57:45,7963.0,444311,7963.5,106243,118106,365734,-247628,338068
1900-01-01 12:58:00,7960.0,158498,7960.5,23,155232,229731,-74499,158475
1900-01-01 12:58:15,7967.5,580202,7968.0,126980,312874,125358,187516,453222
1900-01-01 12:58:30,7969.0,636557,7970.0,13534,418860,19416,399444,623023
1900-01-01 12:58:45,7968.5,66163,7969.0,348201,65758,78264,-12506,-282038
1900-01-01 12:59:00,7962.5,255178,7963.0,293344,75804,342020,-266216,-38166
1900-01-01 12:59:15,7968.0,210365,7968.5,338412,62417,12866,49551,-128047
1900-01-01 12:59:30,7968.0,85778,7968.5,544447,30468,47167,-16699,-458669
1900-01-01 12:59:45,7968.0,17181,7968.5,506442,60643,139397,-78754,-489261
1900-01-01 13:00:00,7961.5,36484,7962.0,1450201,4630,645319,-640689,-1413717
1900-01-01 13:00:15,7947.0,100,7947.5,19693,206414,389128,-182714,-19593
1900-01-01 13:00:30,7944.0,6767,7944.5,33588,192157,790948,-598791,-26821
1900-01-01 13:00:45,7943.0,69078,7943.5,1020358,69527,33622,35905,-951280
1900-01-01 13:01:00,7923.5,20558,7924.0,138786,111796,809716,-697920,-118228
1900-01-01 13:01:15,7903.0,10000,7904.0,12000,189185,988238,-799053,-2000
1900-01-01 13:01:30,7907.5,54879,7908.5,224610,998501,2040490,-1041989,-169731
1900-01-01 13:01:45,7909.5,1244135,7910.0,476213,1025367,626308,399059,767922
1900-01-01 13:02:00,7913.5,577791,7914.0,81028,442119,538541,-96422,496763
1900-01-01 13:02:15,7916.5,762421,7917.0,215953,1704896,43449,1661447,546468
1900-01-01 13:02:30,7918.5,17385,7919.0,378331,404914,188302,216612,-360946
1900-01-01 13:02:45,7912.0,250888,7912.5,497855,159348,910083,-750735,-246967
1900-01-01 13:03:00,7907.0,180093,7907.5,316797,72264,322324,-250060,-136704
1900-01-01 13:03:15,7900.0,68757,7900.5,268778,450054,648544,-198490,-200021
1900-01-01 13:03:30,7880.0,203752,7882.0,26062,362224,4697194,-4334970,177690
1900-01-01 13:03:45,7889.5,226180,7890.0,438440,1099157,811732,287425,-212260
1900-01-01 13:04:00,7883.5,6309,7884.0,838122,193376,565958,-372582,-831813
1900-01-01 13:04:15,7895.5,13200,7902.5,21292,922805,944576,-21771,-8092
1900-01-01 13:04:30,7898.0,10000,7898.5,156478,807305,546978,260327,-146478
1900-01-01 13:04:45,7909.5,478798,7910.0,1058217,441086,184847,256239,-579419
1900-01-01 13:05:00,7909.0,516846,7909.5,85949,264269,258671,5598,430897
1900-01-01 13:05:15,7907.5,1530,7908.0,260871,245030,74629,170401,-259341
1900-01-01 13:05:30,7910.5,579113,7911.0,107622,158932,346365,-187433,471491
1900-01-01 13:05:45,7910.5,480586,7911.0,151967,249696,68663,181033,328619
1900-01-01 13:06:00,7916.0,1092962,7916.5,543258,827449,386889,440560,549704
1900-01-01 13:06:15,7917.5,589206,7918.0,29471,334901,81027,253874,559735
1900-01-01 13:06:30,7915.5,98250,7916.0,187545,616344,411491,204853,-89295
1900-01-01 13:06:45,7918.0,659679,7918.5,372468,343248,135776,207472,287211
1900-01-01 13:07:00,7923.5,24750,7924.0,748,648048,29171,618877,24002
1900-01-01 13:07:15,7932.5,667810,7933.0,92404,563392,132548,430844,575406
1900-01-01 13:07:30,7932.5,595101,7933.0,593330,201522,73681,127841,1771
1900-01-01 13:07:45,7922.0,649097,7922.5,31622,214316,361358,-147042,617475
1900-01-01 13:08:00,7924.0,339978,7924.5,395216,53033,151227,-98194,-55238
1900-01-01 13:08:15,7925.5,1154674,7926.0,10390,200701,30014,170687,1144284
1900-01-01 13:08:30,7928.0,723387,7928.5,40538,286695,10974,275721,682849
1900-01-01 13:08:45,7928.5,580975,7929.0,221650,289382,49766,239616,359325
1900-01-01 13:09:00,7928.5,717057,7929.0,192018,211159,15319,195840,525039
1900-01-01 13:09:15,7924.5,5000,7925.0,538916,70926,433374,-362448,-533916
1900-01-01 13:09:30,7924.0,10000,7924.5,2940,234833,564098,-329265,7060
1900-01-01 13:09:45,7921.5,155,7922.0,348319,90502,292888,-202386,-348164
1900-01-01 13:10:00,7913.5,451925,7914.0,241182,41442,179586,-138144,210743
1900-01-01 13:10:15,7914.5,419035,7915.0,345863,184179,140258,43921,73172
1900-01-01 13:10:30,7945.5,73887,7946.0,365970,334110,451327,-117217,-292083
1900-01-01 13:10:45,7954.0,977,7965.0,7500,1413861,958809,455052,-6523
1900-01-01 13:11:00,7939.0,14328,7939.5,55079,561678,997236,-435558,-40751
1900-01-01 13:11:15,7963.5,480,7966.0,76241,813750,98750,715000,-75761
1900-01-01 13:11:30,7968.0,244330,7968.5,1627838,663447,388602,274845,-1383508
1900-01-01 13:11:45,7975.5,182911,7976.0,2897,678291,385630,292661,180014
1900-01-01 13:12:00,7981.0,453204,7981.5,198051,414482,45275,369207,255153
1900-01-01 13:12:15,7983.5,816680,7984.0,68575,853900,194563,659337,748105
1900-01-01 13:12:30,7983.5,207522,7984.0,921898,901288,452785,448503,-714376
1900-01-01 13:12:45,7961.0,106589,7961.5,283875,368654,1694911,-1326257,-177286
1900-01-01 13:13:00,7964.0,241904,7964.5,35152,110537,444274,-333737,206752
1900-01-01 13:13:15,7968.5,223064,7969.0,247815,133645,227177,-93532,-24751
1900-01-01 13:13:30,7964.5,431215,7965.0,180454,222150,311133,-88983,250761
1900-01-01 13:13:45,7964.5,537468,7965.0,242681,78137,295941,-217804,294787
1900-01-01 13:14:00,7971.5,1105171,7972.0,22495,672786,8340,664446,1082676
1900-01-01 13:14:15,7982.5,389023,7983.0,542407,112918,119058,-6140,-153384
1900-01-01 13:14:30,7978.0,467281,7978.5,387053,122586,144262,-21676,80228
1900-01-01 13:14:45,7968.5,89621,7969.0,32636,191430,355877,-164447,56985
1900-01-01 13:15:00,7964.5,551390,7965.0,10694,105289,67615,37674,540696
1900-01-01 13:15:15,7969.0,520705,7969.5,147810,102317,345242,-242925,372895
1900-01-01 13:15:30,7973.5,538798,7974.0,16342,176675,240500,-63825,522456
1900-01-01 13:15:45,7977.5,825477,7978.0,65492,80471,12134,68337,759985
1900-01-01 13:16:00,7982.0,151492,7982.5,173787,660890,498780,162110,-22295
1900-01-01 13:16:15,7976.0,241192,7976.5,982632,359367,265328,94039,-741440
1900-01-01 13:16:30,7973.0,2,7973.5,937154,89928,288315,-198387,-937152
1900-01-01 13:16:45,7970.0,540532,7970.5,30462,216539,140656,75883,510070
1900-01-01 13:17:00,7970.0,3268156,7970.5,3088,286532,370038,-83506,3265068
1900-01-01 13:17:15,7971.0,416486,7971.5,323449,89746,45326,44420,93037
1900-01-01 13:17:30,7960.0,44517,7960.5,813198,56026,258895,-202869,-768681
1900-01-01 13:17:45,7957.0,767468,7957.5,16732,75311,408821,-333510,750736
1900-01-01 13:18:00,7957.0,255688,7957.5,417800,183627,236916,-53289,-162112
1900-01-01 13:18:15,7955.0,502548,7955.5,129920,163690,92324,71366,372628
1900-01-01 13:18:30,7959.0,209564,7959.5,51204,60018,206584,-146566,158360
1900-01-01 13:18:45,7965.5,616659,7966.0,31203,49609,8404,41205,585456
1900-01-01 13:19:00,7967.5,809282,7968.0,131626,94444,8064,86380,677656
1900-01-01 13:19:15,7969.5,778485,7970.0,459704,1148952,13500,1135452,318781
1900-01-01 13:19:30,7969.5,830496,7970.0,369877,233381,6216,227165,460619
1900-01-01 13:19:45,7965.0,37124,7965.5,186475,489140,53854,435286,-149351
1900-01-01 13:20:00,7956.0,1143450,7956.5,2727,136614,565258,-428644,1140723
1900-01-01 13:20:15,7959.5,43306,7960.0,578594,56456,125696,-69240,-535288
1900-01-01 13:20:30,7959.5,472811,7960.0,315515,6970,161248,-154278,157296
1900-01-01 13:20:45,7961.0,497824,7961.5,26467,111502,22086,89416,471357
1900-01-01 13:21:00,7965.0,3579,7965.5,546702,96261,119374,-23113,-543123
1900-01-01 13:21:15,7966.5,217032,7967.0,17655,96479,92702,3777,199377
1900-01-01 13:21:30,7966.5,108289,7967.0,477911,23998,14246,9752,-369622
1900-01-01 13:21:45,7966.5,73802,7967.0,528324,25020,15086,9934,-454522
1900-01-01 13:22:00,7958.0,2785,7959.5,28079,119188,227065,-107877,-25294
1900-01-01 13:22:15,7963.0,1252756,7963.5,206,26351,60912,-34561,1252550
1900-01-01 13:22:30,7962.0,96578,7962.5,313165,7732,20316,-12584,-216587
1900-01-01 13:22:45,7955.0,641353,7955.5,8154,15272,166812,-151540,633199
1900-01-01 13:23:00,7958.0,821051,7958.5,7845,69382,22410,46972,813206
1900-01-01 13:23:15,7959.5,794628,7960.0,180527,217229,5224,212005,614101
1900-01-01 13:23:30,7960.5,958934,7961.0,56349,84691,8919,75772,902585
1900-01-01 13:23:45,7969.5,515664,7970.0,86716,162308,10834,151474,428948
1900-01-01 13:24:00,7969.5,113384,7970.0,1073152,55446,57470,-2024,-959768
1900-01-01 13:24:15,7967.5,460103,7968.0,276097,6566,26360,-19794,184006
1900-01-01 13:24:30,7967.5,235222,7968.0,281088,108725,56964,51761,-45866
1900-01-01 13:24:45,7967.5,285627,7968.0,344751,48377,21668,26709,-59124
1900-01-01 13:25:00,7967.5,504846,7968.0,264453,8802,4582,4220,240393
1900-01-01 13:25:15,7970.5,541998,7971.0,5812,271210,67836,203374,536186
1900-01-01 13:25:30,7973.0,42641,7973.5,51909,93761,21082,72679,-9268
1900-01-01 13:25:45,7969.5,805882,7970.0,47675,49976,244918,-194942,758207
1900-01-01 13:26:00,7969.5,636759,7970.0,11447,76375,148266,-71891,625312
1900-01-01 13:26:15,7973.5,451606,7974.0,625251,118557,14282,104275,-173645
1900-01-01 13:26:30,7963.5,353159,7964.0,49392,340726,450938,-110212,303767
1900-01-01 13:26:45,7967.5,1209,7968.0,343943,57784,39745,18039,-342734
1900-01-01 13:27:00,7957.5,415422,7958.0,288574,82944,325333,-242389,126848
1900-01-01 13:27:15,7957.5,3156028,7958.0,145217,237901,192072,45829,3010811
1900-01-01 13:27:30,7964.5,560091,7965.0,32081,255768,4117,251651,528010
1900-01-01 13:27:45,7961.0,1172508,7961.5,18201,20336,53292,-32956,1154307
1900-01-01 13:28:00,7966.5,213098,7967.0,433371,72640,90180,-17540,-220273
1900-01-01 13:28:15,7966.5,3033896,7967.0,8927,10128,44408,-34280,3024969
1900-01-01 13:28:30,7966.5,3082761,7967.0,373861,30600,17702,12898,2708900
1900-01-01 13:28:45,7966.5,1023701,7967.0,323272,26589,115950,-89361,700429
1900-01-01 13:29:00,7969.5,1157345,7970.0,111585,456556,204056,252500,1045760
1900-01-01 13:29:15,7973.5,622991,7974.0,199270,125245,33079,92166,423721
1900-01-01 13:29:30,7975.5,453567,7976.0,35917,124270,12020,112250,417650
1900-01-01 13:29:45,7979.0,1066239,7979.5,43540,109264,7446,101818,1022699
1900-01-01 13:30:00,7983.5,1321406,7984.0,18340,147330,64280,83050,1303066
1900-01-01 13:30:15,7984.5,1145138,7985.0,268315,336250,47378,288872,876823
1900-01-01 13:30:30,7987.5,879051,7988.0,76646,440171,65772,374399,802405
1900-01-01 13:30:45,7989.5,49081,7990.0,143927,138824,222113,-83289,-94846
1900-01-01 13:31:00,7980.0,1613059,7980.5,83564,249202,610883,-361681,1529495
1900-01-01 13:31:15,7985.5,219792,7986.0,7935,354115,234678,119437,211857
1900-01-01 13:31:30,7982.0,121561,7982.5,182531,82677,153507,-70830,-60970
1900-01-01 13:31:45,7983.0,515450,7983.5,85838,73748,26052,47696,429612
1900-01-01 13:32:00,7981.0,75218,7981.5,347011,90748,170136,-79388,-271793
1900-01-01 13:32:15,7982.5,141827,7983.0,115417,109642,5735,103907,26410
1900-01-01 13:32:30,7977.0,492266,7977.5,30639,40744,2069054,-2028310,461627
1900-01-01 13:32:45,7975.0,381086,7975.5,90486,161850,257458,-95608,290600
1900-01-01 13:33:00,7982.0,469077,7982.5,95940,185819,27341,158478,373137
1900-01-01 13:33:15,7982.0,96459,7982.5,884464,42085,63204,-21119,-788005
1900-01-01 13:33:30,7982.0,516673,7982.5,564893,122976,47048,75928,-48220
1900-01-01 13:33:45,7976.0,14208,7978.0,468840,30400,195128,-164728,-454632
1900-01-01 13:34:00,7976.0,2777,7976.5,296587,121295,142848,-21553,-293810
1900-01-01 13:34:15,7971.0,28354,7971.5,472360,23840,59915,-36075,-444006
1900-01-01 13:34:30,7971.0,1128207,7971.5,122078,265182,140041,125141,1006129
1900-01-01 13:34:45,7975.5,942861,7976.0,2934,130594,20793,109801,939927
1900-01-01 13:35:00,7978.5,425455,7979.0,219525,43095,80402,-37307,205930
1900-01-01 13:35:15,7979.0,84930,7979.5,609683,84891,75200,9691,-524753
1900-01-01 13:35:30,7977.5,793,7978.0,389045,93532,28991,64541,-388252
1900-01-01 13:35:45,7975.0,12234,7975.5,345475,1972,82238,-80266,-333241
1900-01-01 13:36:00,7970.5,73900,7971.0,441694,12980,508512,-495532,-367794
1900-01-01 13:36:15,7966.5,3557,7967.0,106318,28881,128913,-100032,-102761
1900-01-01 13:36:30,7967.0,635080,7967.5,12978,92538,23165,69373,622102
1900-01-01 13:36:45,7967.0,771161,7967.5,71262,107134,66110,41024,699899
1900-01-01 13:37:00,7968.0,918357,7968.5,943,36326,32971,3355,917414
1900-01-01 13:37:15,7968.5,73767,7969.0,373814,120607,162739,-42132,-300047
1900-01-01 13:37:30,7967.0,499101,7967.5,180344,22688,84122,-61434,318757
1900-01-01 13:37:45,7967.0,96011,7967.5,392205,88313,96517,-8204,-296194
1900-01-01 13:38:00,7967.0,774945,7967.5,211929,12732,71740,-59008,563016
1900-01-01 13:38:15,7962.5,1688,7963.0,491027,12500,201357,-188857,-489339
1900-01-01 13:38:30,7960.0,172259,7960.5,607374,40291,638980,-598689,-435115
1900-01-01 13:38:45,7957.0,912428,7957.5,216284,7996,330313,-322317,696144
1900-01-01 13:39:00,7959.5,765637,7960.0,548107,171358,76042,95316,217530
1900-01-01 13:39:15,7967.0,1234999,7967.5,83105,268693,65400,203293,1151894
