time,bid,bidSize,ask,askSize,buyMO,sellMO,buySellImb,orderImb
1900-01-01 04:06:30,7932.5,487784,7933.0,22120,124212,901984,-777772,465664
1900-01-01 04:06:45,7924.0,176523,7924.5,167152,115921,1045984,-930063,9371
1900-01-01 04:07:00,7924.5,745500,7925.0,137762,527218,1608429,-1081211,607738
1900-01-01 04:07:15,7930.0,419356,7930.5,504123,496809,596483,-99674,-84767
1900-01-01 04:07:30,7930.0,229187,7930.5,461993,246888,370925,-124037,-232806
1900-01-01 04:07:45,7930.0,617342,7930.5,553360,45596,17845,27751,63982
1900-01-01 04:08:00,7930.0,519111,7930.5,355245,366418,137946,228472,163866
1900-01-01 04:08:15,7930.0,1147450,7930.5,89649,551512,115771,435741,1057801
1900-01-01 04:08:30,7937.5,281230,7938.0,194391,1275383,67098,1208285,86839
1900-01-01 04:08:45,7925.0,669161,7925.5,111361,167200,5475635,-5308435,557800
1900-01-01 04:09:00,7925.0,31597,7925.5,557160,16220,476165,-459945,-525563
1900-01-01 04:09:15,7923.0,5086,7923.5,552613,60240,579274,-519034,-547527
1900-01-01 04:09:30,7915.5,12600,7916.0,622098,119160,1514876,-1395716,-609498
1900-01-01 04:09:45,7914.5,263122,7915.0,352602,311147,1655835,-1344688,-89480
1900-01-01 04:10:00,7914.0,121235,7914.5,431323,543401,567139,-23738,-310088
1900-01-01 04:10:15,7922.0,801191,7922.5,24979,510650,198605,312045,776212
1900-01-01 04:10:30,7922.5,29896,7923.0,290567,266182,140823,125359,-260671
1900-01-01 04:10:45,7922.0,278074,7922.5,304537,12590,172960,-160370,-26463
1900-01-01 04:11:00,7930.5,577371,7931.0,337435,534708,30095,504613,239936
1900-01-01 04:11:15,7934.5,318771,7935.0,78877,822378,128008,694370,239894
1900-01-01 04:11:30,7936.0,210027,7936.5,317082,203556,307564,-104008,-107055
1900-01-01 04:11:45,7934.0,36338,7934.5,240124,924662,317293,607369,-203786
1900-01-01 04:12:00,7931.5,1100517,7932.0,1380395,37779,281016,-243237,-279878
1900-01-01 04:12:15,7924.5,59023,7925.0,261508,147460,274334,-126874,-202485
1900-01-01 04:12:30,7922.0,3400,7922.5,474972,39328,175566,-136238,-471572
1900-01-01 04:12:45,7922.0,1137841,7922.5,181162,231435,157609,73826,956679
1900-01-01 04:13:00,7925.0,551911,7925.5,65008,424562,36965,387597,486903
1900-01-01 04:13:15,7926.5,82482,7927.0,38003,117656,540398,-422742,44479
1900-01-01 04:13:30,7931.0,129890,7931.5,148337,178322,18129,160193,-18447
1900-01-01 04:13:45,7929.0,68883,7929.5,236659,58723,38204,20519,-167776
1900-01-01 04:14:00,7933.0,173404,7933.5,108738,441057,80117,360940,64666
1900-01-01 04:14:15,7934.5,467424,7935.0,93502,65304,25204,40100,373922
1900-01-01 04:14:30,7942.5,663905,7943.0,50859,2251417,36868,2214549,613046
1900-01-01 04:14:45,7946.5,231061,7947.0,113962,238176,104955,133221,117099
1900-01-01 04:15:00,7941.0,74937,7941.5,74990,219128,182351,36777,-53
1900-01-01 04:15:15,7938.0,56659,7938.5,227428,29278,500550,-471272,-170769
1900-01-01 04:15:30,7938.5,153896,7939.0,144575,7713,242973,-235260,9321
1900-01-01 04:15:45,7943.0,148488,7943.5,306144,154178,38709,115469,-157656
1900-01-01 04:16:00,7943.0,246663,7943.5,239490,159095,90469,68626,7173
1900-01-01 04:16:15,7944.0,1643357,7944.5,166123,595600,32532,563068,1477234
1900-01-01 04:16:30,7947.0,600916,7947.5,4785,603060,13883,589177,596131
1900-01-01 04:16:45,7951.5,653406,7952.0,294498,575714,191171,384543,358908
1900-01-01 04:17:00,7956.5,564433,7957.0,138135,380083,35208,344875,426298
1900-01-01 04:17:15,7959.5,423994,7960.0,130506,632222,58921,573301,293488
1900-01-01 04:17:30,7952.0,1025121,7952.5,59240,163317,793086,-629769,965881
1900-01-01 04:17:45,7950.0,572659,7950.5,473530,165651,182599,-16948,99129
1900-01-01 04:18:00,7941.0,1059726,7941.5,569,65962,1149243,-1083281,1059157
1900-01-01 04:18:15,7928.0,85514,7928.5,309352,34762,406952,-372190,-223838
1900-01-01 04:18:30,7924.0,252409,7924.5,186333,95275,480794,-385519,66076
1900-01-01 04:18:45,7927.5,502038,7928.0,370,453647,366267,87380,501668
1900-01-01 04:19:00,7923.0,65328,7923.5,477616,122839,126629,-3790,-412288
1900-01-01 04:19:15,7923.0,41658,7923.5,15946,204741,152530,52211,25712
1900-01-01 04:19:30,7916.0,5612,7916.5,325473,222274,524812,-302538,-319861
1900-01-01 04:19:45,7912.5,31632,7913.0,423667,249577,894033,-644456,-392035
1900-01-01 04:20:00,7917.5,81015,7918.0,14200,534156,577135,-42979,66815
1900-01-01 04:20:15,7920.5,9930,7921.0,600862,623515,343688,279827,-590932
1900-01-01 04:20:30,7914.0,728441,7914.5,244807,64610,253676,-189066,483634
1900-01-01 04:20:45,7919.5,61627,7920.0,367923,293809,154816,138993,-306296
1900-01-01 04:21:00,7910.0,146589,7910.5,377732,14993,848942,-833949,-231143
1900-01-01 04:21:15,7926.0,14898,7926.5,39612,968597,961716,6881,-24714
1900-01-01 04:21:30,7918.0,4317,7918.5,567324,732443,194817,537626,-563007
1900-01-01 04:21:45,7909.5,606627,7910.0,227272,1858006,286341,1571665,379355
1900-01-01 04:22:00,7907.0,646,7907.5,62348,186906,602916,-416010,-61702
1900-01-01 04:22:15,7891.0,63943,7891.5,148793,58887,888558,-829671,-84850
1900-01-01 04:22:30,7866.0,123504,7866.5,16059,442979,2142221,-1699242,107445
1900-01-01 04:22:45,7889.5,54352,7890.0,8585,1604102,12646864,-11042762,45767
1900-01-01 04:23:00,7892.5,11161,7893.0,1106989,624880,446459,178421,-1095828
1900-01-01 04:23:15,7888.0,126371,7888.5,4648,429228,832434,-403206,121723
1900-01-01 04:23:30,7903.5,710781,7904.0,115067,1897396,2473674,-576278,595714
1900-01-01 04:23:45,7903.5,425315,7904.0,142367,1337241,242100,1095141,282948
1900-01-01 04:24:00,7892.5,39824,7893.0,33342,181626,526807,-345181,6482
1900-01-01 04:24:15,7892.5,267606,7893.0,52516,421911,210840,211071,215090
1900-01-01 04:24:30,7894.5,88508,7895.0,763430,175691,112064,63627,-674922
1900-01-01 04:24:45,7891.5,480146,7892.0,423167,116976,463014,-346038,56979
1900-01-01 04:25:00,7894.5,627169,7895.0,135109,2003516,293737,1709779,492060
1900-01-01 04:25:15,7894.0,11228,7894.5,294811,292126,111464,180662,-283583
1900-01-01 04:25:30,7888.5,131363,7889.0,3423349,171004,220849,-49845,-3291986
1900-01-01 04:25:45,7888.0,8000,7888.5,2324,1560247,693128,867119,5676
1900-01-01 04:26:00,7887.5,512385,7888.0,248,380629,111819,268810,512137
1900-01-01 04:26:15,7896.5,96639,7897.0,364172,887526,39298,848228,-267533
1900-01-01 04:26:30,7896.5,743061,7897.0,7392,238823,84591,154232,735669
1900-01-01 04:26:45,7902.5,344252,7903.0,47951,256352,23225,233127,296301
1900-01-01 04:27:00,7904.5,612653,7905.0,17064,460825,33309,427516,595589
1900-01-01 04:27:15,7910.0,2030,7910.5,231971,633720,37811,595909,-229941
1900-01-01 04:27:30,7910.0,573036,7910.5,393010,490997,62068,428929,180026
1900-01-01 04:27:45,7910.0,1173381,7910.5,166424,400193,57148,343045,1006957
1900-01-01 04:28:00,7910.5,754552,7911.0,377820,147446,36194,111252,376732
1900-01-01 04:28:15,7913.0,575308,7913.5,116722,436297,37584,398713,458586
1900-01-01 04:28:30,7914.5,206334,7915.0,304291,672404,91698,580706,-97957
1900-01-01 04:28:45,7914.5,253320,7915.0,263418,104182,107278,-3096,-10098
1900-01-01 04:29:00,7916.0,1126486,7916.5,104083,638880,67716,571164,1022403
1900-01-01 04:29:15,7921.5,159197,7922.0,114270,568363,5414,562949,44927
1900-01-01 04:29:30,7919.0,111207,7919.5,570304,576407,324660,251747,-459097
1900-01-01 04:29:45,7915.0,517859,7915.5,186720,139576,377996,-238420,331139
1900-01-01 04:30:00,7915.0,308432,7915.5,338069,70762,59322,11440,-29637
1900-01-01 04:30:15,7915.0,142015,7915.5,362685,81410,361543,-280133,-220670
1900-01-01 04:30:30,7910.5,563440,7911.0,173137,32286,203267,-170981,390303
1900-01-01 04:30:45,7904.5,58030,7905.0,105299,100766,279295,-178529,-47269
1900-01-01 04:31:00,7901.5,68518,7902.0,421551,153310,3480867,-3327557,-353033
1900-01-01 04:31:15,7908.0,387841,7908.5,144868,457489,84184,373305,242973
1900-01-01 04:31:30,7905.0,112579,7905.5,445149,222466,338312,-115846,-332570
1900-01-01 04:31:45,7905.0,72890,7905.5,363880,40128,30652,9476,-290990
1900-01-01 04:32:00,7909.5,304225,7910.0,89302,375237,86860,288377,214923
1900-01-01 04:32:15,7910.0,599707,7910.5,50426,131686,43928,87758,549281
1900-01-01 04:32:30,7912.0,137204,7912.5,245940,222175,58315,163860,-108736
1900-01-01 04:32:45,7913.5,369029,7914.0,61934,46567,126374,-79807,307095
1900-01-01 04:33:00,7912.0,547230,7912.5,10491,380026,45751,334275,536739
1900-01-01 04:33:15,7915.0,389331,7915.5,205041,246275,9170,237105,184290
1900-01-01 04:33:30,7915.0,383379,7915.5,225256,40322,10840,29482,158123
1900-01-01 04:33:45,7915.5,131654,7916.0,59739,71004,113078,-42074,71915
1900-01-01 04:34:00,7921.5,948182,7922.0,27434,722675,49496,673179,920748
1900-01-01 04:34:15,7921.0,52621,7921.5,821657,253513,368052,-114539,-769036
1900-01-01 04:34:30,7915.0,218397,7915.5,225940,54283,182925,-128642,-7543
1900-01-01 04:34:45,7916.0,29721,7916.5,435338,42108,35911,6197,-405617
1900-01-01 04:35:00,7912.5,12397,7913.0,887789,20858,283053,-262195,-875392
1900-01-01 04:35:15,7909.0,1625,7909.5,1192307,356,126799,-126443,-1190682
1900-01-01 04:35:30,7908.0,320,7908.5,498332,39080,123297,-84217,-498012
1900-01-01 04:35:45,7905.5,230208,7906.0,858790,5426,159748,-154322,-628582
1900-01-01 04:36:00,7902.0,596378,7902.5,51783,356644,390082,-33438,544595
1900-01-01 04:36:15,7904.5,484286,7905.0,30582,325970,81079,244891,453704
1900-01-01 04:36:30,7904.0,19703,7904.5,295611,150397,204658,-54261,-275908
1900-01-01 04:36:45,7903.5,7476,7904.0,443371,14346,28614,-14268,-435895
1900-01-01 04:37:00,7902.0,716604,7902.5,203332,27988,50217,-22229,513272
1900-01-01 04:37:15,7903.0,256978,7903.5,176201,208390,72865,135525,80777
1900-01-01 04:37:30,7902.0,102593,7902.5,426021,26617,81819,-55202,-323428
1900-01-01 04:37:45,7896.0,22543,7896.5,156337,217956,705577,-487621,-133794
1900-01-01 04:38:00,7893.5,400800,7894.0,79400,52063,95916,-43853,321400
1900-01-01 04:38:15,7891.0,1361346,7891.5,8861,173017,132568,40449,1352485
1900-01-01 04:38:30,7894.5,1018900,7895.0,26471,167578,38684,128894,992429
1900-01-01 04:38:45,7886.5,580882,7887.0,176669,181707,314938,-133231,404213
1900-01-01 04:39:00,7887.5,7291,7888.0,1051461,143689,51254,92435,-1044170
1900-01-01 04:39:15,7889.0,159915,7889.5,1097,228792,219736,9056,158818
1900-01-01 04:39:30,7892.0,17496,7892.5,213704,358523,92144,266379,-196208
1900-01-01 04:39:45,7894.0,29577,7894.5,565612,75603,48951,26652,-536035
1900-01-01 04:40:00,7894.0,128631,7894.5,742007,14930,31533,-16603,-613376
1900-01-01 04:40:15,7891.0,80552,7891.5,577908,259965,63991,195974,-497356
1900-01-01 04:40:30,7885.0,13584,7885.5,396470,48582,228063,-179481,-382886
1900-01-01 04:40:45,7878.0,71917,7878.5,654534,156814,813584,-656770,-582617
1900-01-01 04:41:00,7866.5,566552,7867.0,182397,24485,1645788,-1621303,384155
1900-01-01 04:41:15,7874.5,359404,7875.0,354797,411933,492945,-81012,4607
1900-01-01 04:41:30,7874.0,802845,7874.5,302359,148377,112060,36317,500486
1900-01-01 04:41:45,7872.0,431096,7872.5,296666,108774,350646,-241872,134430
1900-01-01 04:42:00,7863.0,244046,7863.5,137148,349724,1169001,-819277,106898
1900-01-01 04:42:15,7860.0,1192571,7860.5,2943,404539,560906,-156367,1189628
1900-01-01 04:42:30,7866.0,20226,7866.5,613539,102340,345762,-243422,-593313
1900-01-01 04:42:45,7874.0,422425,7874.5,11982,1174800,192886,981914,410443
1900-01-01 04:43:00,7883.0,320612,7883.5,107578,594626,17833,576793,213034
1900-01-01 04:43:15,7884.0,225199,7884.5,73988,705351,144344,561007,151211
1900-01-01 04:43:30,7891.0,66142,7891.5,2,242267,400668,-158401,66140
1900-01-01 04:43:45,7891.0,326333,7891.5,73754,220657,785,219872,252579
1900-01-01 04:44:00,7897.0,383188,7897.5,273993,437600,270297,167303,109195
1900-01-01 04:44:15,7910.0,126569,7910.5,66851,3332306,131336,3200970,59718
1900-01-01 04:44:30,7901.5,307447,7902.0,213439,250636,93246,157390,94008
1900-01-01 04:44:45,7896.0,74886,7896.5,505839,107677,107922,-245,-430953
1900-01-01 04:45:00,7890.5,566580,7891.0,271915,145436,138452,6984,294665
1900-01-01 04:45:15,7890.5,1296201,7891.0,32570,269788,239206,30582,1263631
1900-01-01 04:45:30,7890.5,1502618,7891.0,1094579,26765,36590,-9825,408039
1900-01-01 04:45:45,7899.5,964829,7900.0,1199311,453163,72020,381143,-234482
1900-01-01 04:46:00,7899.5,879190,7900.0,637942,648883,368552,280331,241248
1900-01-01 04:46:15,7899.5,587351,7900.0,63714,148711,32962,115749,523637
1900-01-01 04:46:30,7900.5,125138,7901.0,389897,275814,136744,139070,-264759
1900-01-01 04:46:45,7902.5,444244,7903.0,10902,61717,49288,12429,433342
1900-01-01 04:47:00,7905.0,442323,7905.5,95941,53590,15273,38317,346382
1900-01-01 04:47:15,7906.5,792080,7907.0,162072,322336,14908,307428,630008
1900-01-01 04:47:30,7911.0,190301,7911.5,51491,212052,231414,-19362,138810
1900-01-01 04:47:45,7914.5,55946,7915.0,510413,143670,279937,-136267,-454467
1900-01-01 04:48:00,7919.5,135227,7920.0,82067,233885,71802,162083,53160
1900-01-01 04:48:15,7917.0,43,7917.5,928834,131619,93121,38498,-928791
1900-01-01 04:48:30,7919.0,66261,7919.5,494205,333293,155931,177362,-427944
1900-01-01 04:48:45,7914.0,400779,7914.5,22559,67602,106011,-38409,378220
1900-01-01 04:49:00,7914.0,617947,7914.5,80735,38864,9695,29169,537212
1900-01-01 04:49:15,7914.0,1753786,7914.5,153214,21697,3221,18476,1600572
1900-01-01 04:49:30,7914.0,2003378,7914.5,53579,101952,32497,69455,1949799
1900-01-01 04:49:45,7920.0,770209,7920.5,13308,312933,23717,289216,756901
1900-01-01 04:50:00,7923.5,1556097,7924.0,33906,209760,36546,173214,1522191
1900-01-01 04:50:15,7932.0,62587,7932.5,9506,780278,34025,746253,53081
1900-01-01 04:50:30,7944.0,564703,7944.5,635823,681369,56201,625168,-71120
1900-01-01 04:50:45,7941.0,32545,7941.5,857151,291061,305453,-14392,-824606
1900-01-01 04:51:00,7939.0,37895,7939.5,1144753,435093,644576,-209483,-1106858
1900-01-01 04:51:15,7943.5,186800,7944.0,116119,237642,146845,90797,70681
1900-01-01 04:51:30,7959.5,49622,7960.0,130802,581402,222264,359138,-81180
1900-01-01 04:51:45,7964.0,483585,7964.5,109398,2846603,373469,2473134,374187
1900-01-01 04:52:00,7978.0,600,7979.0,143967,2026012,294353,1731659,-143367
1900-01-01 04:52:15,7978.0,96992,7978.5,46051,1630792,488402,1142390,50941
1900-01-01 04:52:30,7989.0,77197,7989.5,327138,2044517,446703,1597814,-249941
1900-01-01 04:52:45,7975.0,39132,7975.5,357036,677355,661391,15964,-317904
1900-01-01 04:53:00,7981.0,245181,7981.5,4072,629336,324259,305077,241109
1900-01-01 04:53:15,7987.0,341365,7987.5,157482,1962022,625921,1336101,183883
1900-01-01 04:53:30,7998.5,162019,7999.0,215850,1162516,81291,1081225,-53831
1900-01-01 04:53:45,8004.0,89986,8005.0,183638,6976449,999407,5977042,-93652
1900-01-01 04:54:00,8029.5,35042,8030.0,22,4067013,108330,3958683,35020
1900-01-01 04:54:15,8030.5,280772,8031.0,58849,6456985,1182754,5274231,221923
1900-01-01 04:54:30,8017.0,56137,8017.5,131099,3503288,1569088,1934200,-74962
1900-01-01 04:54:45,7990.5,8956,7994.5,12000,802439,2027759,-1225320,-3044
1900-01-01 04:55:00,7988.5,142613,7989.0,536261,543062,1270717,-727655,-393648
1900-01-01 04:55:15,7998.0,300758,7998.5,309753,1012509,281156,731353,-8995
1900-01-01 04:55:30,7998.0,329927,7998.5,434931,840919,250724,590195,-105004
1900-01-01 04:55:45,7980.5,91558,7986.0,7967,286632,1765997,-1479365,83591
1900-01-01 04:56:00,7986.0,76376,7986.5,77489,232686,362763,-130077,-1113
1900-01-01 04:56:15,7990.5,332035,7991.0,129032,346759,54178,292581,203003
1900-01-01 04:56:30,7994.0,58606,7994.5,710177,637538,395588,241950,-651571
1900-01-01 04:56:45,7999.5,438652,8000.0,492222,688553,134512,554041,-53570
1900-01-01 04:57:00,7999.5,428296,8000.0,31486,421615,243382,178233,396810
1900-01-01 04:57:15,8004.5,11159,8005.0,133581,110362,68715,41647,-122422
1900-01-01 04:57:30,8009.5,63610,8010.0,601482,320542,485682,-165140,-537872
1900-01-01 04:57:45,8016.0,265024,8016.5,19566,835501,96275,739226,245458
1900-01-01 04:58:00,8013.0,305794,8013.5,467210,241649,156938,84711,-161416
1900-01-01 04:58:15,8002.5,4379,8003.0,21932,46227,2226291,-2180064,-17553
1900-01-01 04:58:30,7988.5,803671,7989.0,109045,53562,444648,-391086,694626
1900-01-01 04:58:45,7990.5,184086,7991.0,117078,294078,706985,-412907,67008
1900-01-01 04:59:00,7990.0,272802,7990.5,148888,37690,978853,-941163,123914
1900-01-01 04:59:15,7988.0,520150,7988.5,136214,45601,743192,-697591,383936
1900-01-01 04:59:30,7999.5,223863,8000.0,682302,637246,224868,412378,-458439
1900-01-01 04:59:45,7991.5,774926,7992.0,17970,158762,331564,-172802,756956
1900-01-01 05:00:00,7993.0,357926,7993.5,39261,64421,196813,-132392,318665
1900-01-01 05:00:15,7993.0,13999,7993.5,803896,576691,674934,-98243,-789897
1900-01-01 05:00:30,7985.0,95857,7987.0,7406,61384,628571,-567187,88451
1900-01-01 05:00:45,7982.0,444607,7982.5,98836,91040,972687,-881647,345771
1900-01-01 05:01:00,7980.0,151835,7980.5,438356,159885,801958,-642073,-286521
1900-01-01 05:01:15,7972.0,196461,7972.5,209712,48168,583996,-535828,-13251
1900-01-01 05:01:30,7971.0,92171,7971.5,176878,149212,922852,-773640,-84707
1900-01-01 05:01:45,7976.0,360018,7976.5,187717,967242,125379,841863,172301
1900-01-01 05:02:00,7971.5,645139,7972.0,69264,340593,131960,208633,575875
1900-01-01 05:02:15,7977.5,546017,7978.0,62075,295070,128968,166102,483942
1900-01-01 05:02:30,7976.0,6036,7976.5,662415,123143,221669,-98526,-656379
1900-01-01 05:02:45,7975.0,290072,7975.5,425457,43320,229842,-186522,-135385
1900-01-01 05:03:00,7971.0,96992,7971.5,485201,146258,220353,-74095,-388209
1900-01-01 05:03:15,7966.0,1131285,7966.5,16124,116635,432649,-316014,1115161
1900-01-01 05:03:30,7975.5,423934,7976.0,8916,1132207,188498,943709,415018
1900-01-01 05:03:45,7983.0,713956,7983.5,172821,161459,169554,-8095,541135
1900-01-01 05:04:00,7983.0,350977,7983.5,125726,287121,224826,62295,225251
1900-01-01 05:04:15,7984.5,104879,7985.0,521982,213885,109136,104749,-417103
1900-01-01 05:04:30,7980.5,296486,7981.0,1088592,80558,242720,-162162,-792106
1900-01-01 05:04:45,7980.0,970853,7980.5,323970,147681,825698,-678017,646883
1900-01-01 05:05:00,7981.5,872652,7982.0,40682,942496,264197,678299,831970
1900-01-01 05:05:15,7994.5,1924659,7995.0,116795,567911,71612,496299,1807864
1900-01-01 05:05:30,7989.5,32383,7990.0,323365,251726,246270,5456,-290982
1900-01-01 05:05:45,7998.0,12664,7998.5,467082,189335,65431,123904,-454418
1900-01-01 05:06:00,7993.0,450855,7993.5,15909,103753,166812,-63059,434946
1900-01-01 05:06:15,7990.5,45203,7991.0,411932,201561,205067,-3506,-366729
1900-01-01 05:06:30,7995.5,22525,7996.0,681148,33119,444931,-411812,-658623
1900-01-01 05:06:45,7992.0,1077997,7992.5,170,267342,46818,220524,1077827
1900-01-01 05:07:00,7996.5,512520,7997.0,276129,541701,70542,471159,236391
1900-01-01 05:07:15,7999.0,1214325,7999.5,187527,511093,24557,486536,1026798
1900-01-01 05:07:30,8008.5,501140,8009.0,267553,666627,97834,568793,233587
1900-01-01 05:07:45,8013.0,348057,8013.5,1681,407649,185321,222328,346376
1900-01-01 05:08:00,8022.5,3105,8023.0,130856,1002210,32364,969846,-127751
1900-01-01 05:08:15,8015.5,1106921,8016.0,43992,408513,342702,65811,1062929
1900-01-01 05:08:30,8023.0,1210585,8023.5,17648,331836,60468,271368,1192937
1900-01-01 05:08:45,8029.5,219815,8030.0,761030,677520,335274,342246,-541215
1900-01-01 05:09:00,8029.0,316321,8029.5,550304,406198,343765,62433,-233983
1900-01-01 05:09:15,8016.0,31424,8016.5,419094,220401,391669,-171268,-387670
1900-01-01 05:09:30,8015.5,30000,8016.0,36233,246544,235140,11404,-6233
1900-01-01 05:09:45,8014.5,314221,8015.0,577521,908304,325391,582913,-263300
1900-01-01 05:10:00,8002.0,62175,8002.5,177300,90903,517022,-426119,-115125
1900-01-01 05:10:15,8008.5,1403,8009.0,214368,98444,289718,-191274,-212965
1900-01-01 05:10:30,8001.0,13969,8001.5,287284,45602,144457,-98855,-273315
1900-01-01 05:11:45,8008.5,333176,8009.0,27602,239223,8376,230847,305574
1900-01-01 05:12:00,8012.0,609501,8012.5,69451,195791,44515,151276,540050
1900-01-01 05:12:15,8012.0,252427,8012.5,645388,35564,51893,-16329,-392961
1900-01-01 05:12:30,8010.5,17367,8011.0,867042,88504,300991,-212487,-849675
1900-01-01 05:12:45,8002.5,356866,8003.0,593589,52871,81918,-29047,-236723
1900-01-01 05:13:00,8000.0,78233,8000.5,938119,193714,498749,-305035,-859886
1900-01-01 05:13:15,8000.0,563102,8000.5,122,19358,189504,-170146,562980
1900-01-01 05:13:30,7990.0,721151,7990.5,274404,116552,708564,-592012,446747
1900-01-01 05:13:45,7993.5,67957,7994.0,497311,201769,214246,-12477,-429354
1900-01-01 05:14:00,7993.5,50536,7994.0,618199,31094,54830,-23736,-567663
1900-01-01 05:14:15,7991.0,306592,7991.5,177048,165916,136062,29854,129544
1900-01-01 05:14:30,7997.0,1240220,7997.5,22310,104482,44085,60397,1217910
1900-01-01 05:14:45,8002.5,179073,8003.0,35000,455479,43565,411914,144073
1900-01-01 05:15:00,8004.5,42409,8005.0,523767,262174,208982,53192,-481358
1900-01-01 05:15:15,8000.0,412366,8000.5,847479,117623,37496,80127,-435113
1900-01-01 05:15:30,7992.0,96886,7992.5,836425,47094,357812,-310718,-739539
1900-01-01 05:15:45,7990.0,123842,7990.5,529218,30850,101002,-70152,-405376
1900-01-01 05:16:00,7982.0,36180,7982.5,856199,6590,355682,-349092,-820019
1900-01-01 05:16:15,7976.5,102468,7977.0,410648,40954,2131785,-2090831,-308180
1900-01-01 05:16:30,7979.5,32092,7980.0,498299,85707,418359,-332652,-466207
1900-01-01 05:16:45,7992.0,152504,7992.5,5040,193842,51614,142228,147464
1900-01-01 05:17:00,7985.5,32,7986.0,35744,201984,153730,48254,-35712
1900-01-01 05:17:15,7985.0,9900,7985.5,377211,661079,405020,256059,-367311
1900-01-01 05:17:30,7975.0,1156427,7975.5,42276,75412,233295,-157883,1114151
1900-01-01 05:17:45,7975.0,490050,7975.5,369754,141901,156736,-14835,120296
1900-01-01 05:18:00,7979.5,179178,7980.0,352247,200487,94328,106159,-173069
1900-01-01 05:18:15,7976.5,232189,7977.0,438756,23706,45193,-21487,-206567
1900-01-01 05:18:30,7975.5,140525,7976.0,566614,77026,278593,-201567,-426089
1900-01-01 05:18:45,7986.5,143374,7987.0,358519,121381,233066,-111685,-215145
1900-01-01 05:19:00,7979.5,354669,7980.0,425247,595003,48526,546477,-70578
1900-01-01 05:19:15,7982.5,232808,7983.0,361072,85434,82112,3322,-128264
1900-01-01 05:19:30,7985.0,128864,7985.5,567452,104689,116327,-11638,-438588
1900-01-01 05:19:45,7983.0,475128,7983.5,812333,410,287193,-286783,-337205
1900-01-01 05:20:00,7975.0,115282,7975.5,677235,11057,221352,-210295,-561953
1900-01-01 05:20:15,7970.0,196058,7970.5,759386,38201,397219,-359018,-563328
1900-01-01 05:20:30,7967.0,45326,7967.5,735791,26503,1686752,-1660249,-690465
1900-01-01 05:20:45,7965.0,40158,7965.5,701099,27480,458705,-431225,-660941
1900-01-01 05:21:00,7969.0,211487,7969.5,13466,191649,105425,86224,198021
1900-01-01 05:21:15,7975.0,207849,7975.5,1179422,250455,273762,-23307,-971573
1900-01-01 05:21:30,7978.5,1066363,7979.0,112683,172672,377280,-204608,953680
1900-01-01 05:21:45,7981.0,495898,7981.5,502036,307921,26962,280959,-6138
1900-01-01 05:22:00,7981.0,468859,7981.5,832013,42209,71456,-29247,-363154
1900-01-01 05:22:15,7981.0,67975,7981.5,1462664,44812,189701,-144889,-1394689
1900-01-01 05:22:30,7977.5,1012016,7978.0,7288,50055,210764,-160709,1004728
1900-01-01 05:22:45,7982.0,1099954,7982.5,39117,358459,103030,255429,1060837
1900-01-01 05:23:00,7982.5,1421468,7983.0,110080,41455,43074,-1619,1311388
1900-01-01 05:23:15,7987.5,528713,7988.0,399,394689,33582,361107,528314
1900-01-01 05:23:30,7994.5,304396,7995.0,716271,362634,16888,345746,-411875
1900-01-01 05:23:45,7991.0,391061,7991.5,657776,126772,122899,3873,-266715
1900-01-01 05:24:00,7991.0,154241,7991.5,451624,75275,66562,8713,-297383
1900-01-01 05:24:15,7990.0,818069,7990.5,215211,178814,722796,-543982,602858
1900-01-01 05:24:30,7982.0,294813,7982.5,256549,25653,1897728,-1872075,38264
1900-01-01 05:24:45,7983.0,1208517,7983.5,1071,38205,66868,-28663,1207446
1900-01-01 05:25:00,7983.0,22028,7983.5,628438,51244,43524,7720,-606410
1900-01-01 05:25:15,7978.0,279918,7978.5,32666,56429,162437,-106008,247252
1900-01-01 05:25:30,7982.5,152918,7983.0,331502,131060,16010,115050,-178584
1900-01-01 05:25:45,7987.0,398708,7987.5,16648,211735,66437,145298,382060
1900-01-01 05:26:00,7978.5,500467,7979.0,155133,33821,23319,10502,345334
1900-01-01 05:26:15,7980.5,121847,7981.0,14257,71090,29907,41183,107590
1900-01-01 05:26:30,7976.0,104690,7976.5,395558,21436,58394,-36958,-290868
1900-01-01 05:26:45,7975.0,28879,7975.5,523693,19404,170081,-150677,-494814
1900-01-01 05:27:00,7977.0,468019,7977.5,13834,116356,37374,78982,454185
1900-01-01 05:27:15,7979.0,280100,7979.5,241278,114186,55080,59106,38822
1900-01-01 05:27:30,7975.5,1311568,7976.0,42081,34504,129034,-94530,1269487
1900-01-01 05:27:45,7978.5,34791,7979.0,531464,61145,40018,21127,-496673
1900-01-01 05:28:00,7978.5,73995,7979.0,745742,6000,22966,-16966,-671747
1900-01-01 05:28:15,7970.5,43002,7971.0,521183,5982,249735,-243753,-478181
1900-01-01 05:28:30,7970.0,627385,7970.5,60713,117786,285515,-167729,566672
1900-01-01 05:28:45,7979.5,68377,7980.0,923064,178332,30654,147678,-854687
1900-01-01 05:29:00,7978.5,455281,7979.0,347606,112835,47223,65612,107675
1900-01-01 05:29:15,7978.5,503310,7979.0,156460,70287,57592,12695,346850
1900-01-01 05:29:30,7978.5,832216,7979.0,183319,30704,8829,21875,648897
