time,bid,bidSize,ask,askSize,buyMO,sellMO,buySellImb,orderImb,spread
1900-01-25 22:47:15,8067.0,189154,8067.5,256342,1260,8820,-7560,-67188,0.5
1900-01-25 22:47:30,8067.0,70243,8067.5,629336,1330,41758,-40428,-559093,0.5
1900-01-25 22:47:45,8063.5,122294,8064.0,647271,3510,52005,-48495,-524977,0.5
1900-01-25 22:48:00,8061.0,76059,8061.5,156720,10100,76827,-66727,-80661,0.5
1900-01-25 22:48:15,8061.0,335317,8061.5,121437,27702,14643,13059,213880,0.5
1900-01-25 22:48:30,8061.0,645074,8061.5,27606,23387,10837,12550,617468,0.5
1900-01-25 22:48:45,8061.5,278666,8062.0,35092,47238,38154,9084,243574,0.5
1900-01-25 22:49:00,8063.0,225840,8063.5,110643,5355,532,4823,115197,0.5
1900-01-25 22:49:15,8063.5,276175,8064.0,62292,34711,1001,33710,213883,0.5
1900-01-25 22:49:30,8063.5,249916,8064.0,123530,19438,1001,18437,126386,0.5
1900-01-25 22:49:45,8063.5,258951,8064.0,162479,9872,1001,8871,96472,0.5
1900-01-25 22:50:00,8063.5,236439,8064.0,303680,11808,3793,8015,-67241,0.5
1900-01-25 22:50:15,8063.5,567386,8064.0,831747,1405,7891,-6486,-264361,0.5
1900-01-25 22:50:30,8063.5,604777,8064.0,415195,6668,5000,1668,189582,0.5
1900-01-25 22:50:45,8063.5,660831,8064.0,388610,18672,1651,17021,272221,0.5
1900-01-25 22:51:00,8063.5,934794,8064.0,282368,80063,3711,76352,652426,0.5
1900-01-25 22:51:15,8063.5,1226172,8064.0,209881,72530,1975,70555,1016291,0.5
1900-01-25 22:51:30,8064.5,629958,8065.0,258,176075,2710,173365,629700,0.5
1900-01-25 22:51:45,8070.0,94852,8070.5,497456,83668,19806,63862,-402604,0.5
1900-01-25 22:52:00,8070.0,85477,8070.5,556847,12364,5418,6946,-471370,0.5
1900-01-25 22:52:15,8070.0,364579,8070.5,213617,12105,550,11555,150962,0.5
1900-01-25 22:52:30,8068.5,57473,8069.0,668736,66376,62956,3420,-611263,0.5
1900-01-25 22:52:45,8068.5,9344,8069.0,643818,9250,14579,-5329,-634474,0.5
1900-01-25 22:53:00,8067.0,6893,8067.5,1240312,4206,456,3750,-1233419,0.5
1900-01-25 22:53:15,8064.5,1223,8065.0,1088454,8000,26570,-18570,-1087231,0.5
1900-01-25 22:53:30,8064.0,1040,8064.5,763111,6790,26370,-19580,-762071,0.5
1900-01-25 22:53:45,8063.5,166574,8064.0,679285,28630,45598,-16968,-512711,0.5
1900-01-25 22:54:00,8062.0,94424,8062.5,625848,1030,13376,-12346,-531424,0.5
1900-01-25 22:54:15,8061.0,280191,8061.5,310249,315,14354,-14039,-30058,0.5
1900-01-25 22:54:30,8061.0,189264,8061.5,303178,9169,7320,1849,-113914,0.5
1900-01-25 22:54:45,8059.0,12980,8059.5,766289,2435,72654,-70219,-753309,0.5
1900-01-25 22:55:00,8056.0,52458,8056.5,1355310,30815,34239,-3424,-1302852,0.5
1900-01-25 22:55:15,8055.0,715829,8055.5,602780,11084,160422,-149338,113049,0.5
1900-01-25 22:55:30,8055.0,383786,8055.5,485588,1115,437229,-436114,-101802,0.5
1900-01-25 22:55:45,8055.0,1623415,8055.5,362451,56612,125886,-69274,1260964,0.5
1900-01-25 22:56:00,8055.0,717465,8055.5,266727,67117,2703,64414,450738,0.5
1900-01-25 22:56:15,8055.0,450484,8055.5,209308,92626,5414,87212,241176,0.5
1900-01-25 22:56:30,8050.0,377149,8050.5,965715,23,66300,-66277,-588566,0.5
1900-01-25 22:56:45,8047.5,19775,8048.0,714559,17992,233779,-215787,-694784,0.5
1900-01-25 22:57:00,8047.0,128219,8047.5,654,27792,89729,-61937,127565,0.5
1900-01-25 22:57:15,8051.5,121061,8052.0,8360,33570,171174,-137604,112701,0.5
1900-01-25 22:57:30,8050.5,21227,8051.0,665027,49203,22668,26535,-643800,0.5
